"month","year","lake","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum"
1,1980,"okaro",12.0386,0.598546709399392,16.5169032258065,2.15121379995004,20.7957,4.23112551215395,240.0631699
1,1981,"okaro",14.4791,0.0580752898630734,17.684564516129,1.74486477344647,20.6166,4.39227694729055,189.403417431
1,1982,"okaro",12.8474,0.389392921123381,16.2189806451613,2.36743495037481,18.8983,4.2083434043457,99.61931693
1,1983,"okaro",11.1863,1.02377162667511,14.5483838709677,3.03078411918435,21.2395,4.63224809712476,86.24164044
1,1984,"okaro",11.0575,0.487257995189407,15.1463903225806,2.06194606818514,18.3471,3.28374257690824,132.13696489
1,1985,"okaro",15.1082,0.253949265161863,17.0762225806452,1.98185038527624,18.8858,3.7991327891507,215.19639462
1,1986,"okaro",13.0567,0.263717940627861,17.3420838709677,2.00671116349469,20.8256,5.03844490501782,420.32494206
1,1987,"okaro",12.9415,0.657793817540116,17.0589064516129,2.35833851868517,19.922,4.10732889484151,200.93682804
1,1988,"okaro",11.8304,0.428915803001988,16.9247612903226,2.22199025526804,20.3955,4.41174393345761,29.313378
1,1989,"okaro",14.0347,0.343131734488374,16.6175903225806,2.19335786375644,18.9765,4.14811311303103,315.18514506
1,1990,"okaro",13.7287,0.143375151521315,16.7428064516129,2.0126532258668,19.6652,5.10601460687296,150.4743059
1,1991,"okaro",13.0127,0.243748120586088,16.4958548387097,2.60878466287051,19.3643,4.58920760358921,157.59785434
1,1992,"okaro",11.4578,0.295345382301874,15.9719516129032,1.82818600102065,18.5105,4.28007032227275,132.9098112
1,1993,"okaro",12.038,0.816611361840141,15.4102935483871,2.75132335101939,18.2015,4.47178297362473,59.55526398
1,1994,"okaro",11.418,0.945405217219838,16.9365806451613,2.14157064357258,21.0389,4.19916890372369,93.5885869
1,1995,"okaro",12.8417,0.432638643054455,16.0496967741935,1.80966807360715,17.5259,3.29808729206793,137.473868
1,1996,"okaro",12.39,0.611795107330878,16.9207612903226,1.98987304662794,18.467,4.94809946791695,135.5344914
1,1997,"okaro",10.182,0.156570842514946,14.6560903225806,2.39259336504183,18.8776,4.23989724848374,85.670039856
1,1998,"okaro",11.6015,0.480343602050917,17.0900806451613,2.54180154783042,21.4366,4.99120859912707,41.89258292
1,1999,"okaro",15.6361,0.39534360654499,18.1920129032258,1.88119549122888,21.6305,4.69233574472245,128.28776717
1,2000,"okaro",11.9898,0.274477559594587,15.4989774193548,1.8776038726625,18.6269,3.99074680402415,137.2392125
1,2001,"okaro",13.0146,0.280134419928291,15.6135451612903,2.17975546364214,18.7902,4.40612449613036,85.15950603
1,2002,"okaro",13.2017,0.0951738833538382,16.1752548387097,1.63864136529699,17.9073,4.70511872222168,200.43745811
1,2003,"okaro",11.4844,0.670961159058406,15.6951451612903,2.43329566824577,18.0776,4.39670457265621,125.94682412
1,2004,"okaro",11.5258,0.343987328145965,17.6526096774194,1.55199008654654,20.1891,3.2572968965693,221.5520933
1,2005,"okaro",13.2527,0.373001918371742,16.2806193548387,1.93914019471346,19.3162,3.44082073555075,70.68840557
1,2006,"okaro",12.3046,0.820940313212842,16.7322967741935,2.26677895075125,20.3107,4.68821337638338,298.88161637
1,2007,"okaro",10.6332,0.442836778004041,16.3483709677419,2.04620935012553,19.7344,4.29634768232274,155.03821102
1,2008,"okaro",14.9889,0.534759702445874,17.8952096774194,1.92378489277762,20.3139,4.69589887508238,65.57202294
1,2009,"okaro",14.3457,0.232721262296766,17.7247161290323,1.8392711894255,20.0859,4.09444214633691,38.19878263
1,2010,"okaro",13.0973,0.41161312955857,16.1580193548387,2.04488010545751,18.5306,3.62896153879536,328.66382901
1,2011,"okaro",14.4718,0.657866705590122,17.3204129032258,2.21356631243934,20.3773,4.40374898624853,436.8005551
1,2012,"okaro",12.5114,0.564288285357759,15.5700580645161,2.31871223994788,17.9616,4.04756076166869,188.246323
1,2013,"okaro",12.9829,0.303103663503099,16.8777516129032,2.36036561452696,19.7739,4.49712141923031,36.86502467
1,2014,"okaro",13.305,0.432222623738693,15.4948322580645,2.50900193877696,18.6639,4.72866043779843,112.62609023
1,2015,"okaro",16.2729,0.271201185109874,18.4594193548387,1.49645449420085,19.7823,2.65799853630678,52.65381788
1,2016,"okaro",13.2597,0.657628192426389,17.5616806451613,1.93311732519541,20.4241,3.81071767053137,234.3553549
1,2017,"okaro",13.2629,0.512909934507024,15.9009451612903,2.78130027754933,19.0194,4.53811203018392,59.6955390200001
1,2018,"okaro",13.8818,0.365026333113106,18.5419935483871,2.02423859514072,20.7116,4.96165968217289,368.039301
1,2019,"okaro",14.498,0.424482319982823,18.5781064516129,2.25590016051866,22.4033,4.9182496888629,77.78153055
1,2020,"okaro",12.9924,0.631599219636155,17.4222064516129,2.44125371588275,21.9113,5.67791723900587,36.01802969
1,2021,"okaro",12.2386,0.179921911420176,16.9608129032258,1.92270297381577,20.9646,4.03316786674789,131.98182531
1,2022,"okaro",16.2151,0.365088775451944,18.7219451612903,1.86098131984716,22.0886,3.15407254101741,50.124931014
1,2023,"okaro",14.3801,0.77111521182311,16.2263709677419,2.64783502600516,18.4478,4.9896622827001,479.94392
2,1980,"okaro",13.3602,0.183248632346875,16.3821827586207,2.22019100541102,20.3978,3.94303975610049,90.961992
2,1981,"okaro",14.9562,0.694909462088408,16.6789428571429,2.10681927481411,20.2128,4.64616769729634,100.1814627
2,1982,"okaro",13.4831,0.663589593412743,17.0382642857143,2.15687871092847,19.4024,3.92050128894571,247.89528399
2,1983,"okaro",12.0271,0.205313707934955,15.4309,2.06762504934896,17.7369,4.95175339435396,89.08281412
2,1984,"okaro",12.2681,0.599935172085285,15.5107862068966,1.76907470170774,18.6969,3.54023259700652,206.97015831
2,1985,"okaro",14.1091,0.287970252923805,15.9767964285714,1.89499728051852,19.2816,3.7755572707848,166.79057217
2,1986,"okaro",14.9275,0.350834470787877,17.0090142857143,1.80680393198865,19.763,3.67254593178642,163.80752499
2,1987,"okaro",12.1488,0.209078749317691,15.6955857142857,1.97548897187139,18.3637,3.63448302911157,66.2441808
2,1988,"okaro",11.6368,0.81909262547895,16.4605,2.66861726425299,19.186,4.47998738993415,244.6549904
2,1989,"okaro",13.4483,0.424381105076557,15.5285964285714,2.05541938887396,17.8231,3.77771627758637,158.47480025
2,1990,"okaro",13.3483,0.534811057893346,18.4663214285714,1.60337736790582,21.989,4.64394842689925,75.4824275
2,1991,"okaro",11.43,0.302726358536881,16.6195607142857,1.82316451242728,20.0436,3.63174468162342,241.51414924
2,1992,"okaro",10.8249,0.177457645301632,15.6631965517241,2.2974686733623,19.4974,4.13294777297028,85.47926188
2,1993,"okaro",11.6507,0.270677953732845,15.4278892857143,2.06717397305625,17.8894,3.88186702709972,104.90407025
2,1994,"okaro",14.1075,0.322351479767598,16.7948428571429,1.53362901705199,18.7448,2.98798466394993,119.59297565
2,1995,"okaro",14.8645,0.0352392811454774,16.5811428571429,1.81013124076368,18.293,3.67147469108804,221.24494849
2,1996,"okaro",12.5865,0.31258209202224,16.9538793103448,1.9567845954021,20.5996,3.71692389529299,166.30546108
2,1997,"okaro",14.3572,0.268400913365734,16.6509821428571,1.79791809492962,20.3277,3.86822721481249,119.24183516
2,1998,"okaro",13.19,0.500484928349496,18.9640107142857,1.8942233656934,22.6092,3.31843835689319,161.3306483
2,1999,"okaro",14.0563,0.592793454896391,16.7041071428571,1.79174974023807,18.347,3.88768455021752,20.84502488
2,2000,"okaro",13.4175,0.293566141857333,16.7572896551724,1.78232745681367,18.9443,2.91483653541669,30.226592
